L?penr	Vassdrag	Lokalitets-ID	Lokalitet	Dato	pH	Ca	Turbiditet	SiO2	TOC	POC	DOC	TotP	TotN	NH4	NO3	TON	As	Pb	Cd	Cu	Cr	Ni	Zn	abs_254 nm	abs_285 nm	abs_365 nm	abs_410 nm
153	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	03.08.2020	6.31	1.37	1	1.18	5.6	200	5.4	3	195	16	50	129	0.22	0.24	0.078	0.7	0.1	1	7.3				
154	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	07.09.2020	6.6	1.4	0.49	1.3	5.4	0.1	5.3	2.6	215	42	51	122	0.2	0.23	0.017	0.3	0.1	0.29	5.4	0.217	0.154	0.05	0.024
155	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	14.09.2020	6.5	1.4			5.1																		
156	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	05.10.2020	6.2	1.3	1.8	1.7	6.8	0.3	6.5	3.8	255	12	51	192	0.22	0.72	0.032	0.57	0.16	0.37	6.6	0.263	0.19	0.048	0.033
157	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	12.10.2020	6.6	1.5		1.9	7			6.1	190		50												
158	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	02.11.2020	6.2	1.3	3.8	2.4	7.3	0.3	7	8.5	265	19	89	157	0.22	0.92	0.038	0.87	0.51	0.49	7	0.317	0.236	0.088	0.05
159	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	04.01.2021	6.1	1.4	0.75	2	5.7	0.4	5.3	5.4	305	16	210	79	0.18	0.63	0.025	0.16	0.067	0.31	5.4	0.261	0.195	0.074	0.043
160	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	11.01.2021	6.1	1.2		2.4	5.7			7.2	310		160												
161	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	02.02.2021	6.2	1.4	0.95	2.4	5.7	0.3	5.4	7.5	330	44	180	106	0.18	0.47	0.023	0.7	0.12	0.36	4.8	0.224	0.164	0.055	0.027
162	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	08.02.2021	6.3			4.3	3.7			5.7	480		360												
163	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	01.03.2021	6.2	1.3	1.2	2.1	6.2	0.6	5.6	5.05	375	55	170	150	0.16	0.49	0.028	0.88	0.13	0.33	5.4	0.206	0.146	0.03	0.003
164	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	06.04.2021	6.3	1.3	0.7	2.1	5	0.3	5	4.2	255	27	130	98	0.17	0.4	0.026	0.4	0.11	0.33	4.3	0.193	0.141	0.056	0.031
165	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	19.04.2021	6.3	1.7			4.5																		
166	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	26.04.2021	6.5	1.4			4.6																		
167	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	03.05.2021	6.7	1.5	0.72	1.7	4.3	0.3	4.1	3.1	240	21	110	109	0.14	1.4	0.018	0.4	0.078	0.31	4.5	0.205	0.149	0.05	0.026
168	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	10.05.2021	6.4	1.5			5																		
169	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	18.05.2021	6.7	1.7			4.7																		
170	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	25.05.2021	6.2	1.2			2.4																		
171	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	01.06.2021	6.6	1.5			4.7																		
172	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	07.06.2021	6.7	1.5	0.62	1.3	5.4	0	5.4	3.25	185	5.6	89	90.4	0.18	0.3	0.02	0.31	0.12	0.18	3	0.188	0.133	0.041	0.018
173	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	05.07.2021	6.6	1.5	0.56	0.68	4.2	0.3	4.1	3.05	220	14	62	144	0.18	0.24	0.017	0.2815		0.3	1.355	0.205	0.153	0.064	0.043
174	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	12.07.2021	6.7	1.4		0.66	3.6			2.5	160		48												
175	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	02.08.2021	6.8	1.6	0.65	0.58	3.4	0.3	3.2	3.15	175	16	52	107	0.19	0.25	0.013	0.47	0.08	0.1	2.4	0.12	0.083	0.019	0.004
176	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	09.08.2021	6.7	1.3		0.66	4.3			4	220		44												
177	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	06.09.2021	6.7	1.4	0.53	0.53	4.2	0.3	4.2	2.45	175	3.5	43	128.5	0.2	0.19	0.014	0.37	0.061	0.21	2.6	0.151	0.107	0.033	0.015
178	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	04.10.2021	6.4	1.3	1.9	1.5	6.2	0.3	5.9	6.75	265	19	67	179	0.24	0.56	0.032	0.49	0.14	0.34	4.6	0.224	0.156	0.039	0.011
179	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	01.11.2021	6.1	1.2	1.4	2.1	7	0.4	6.6	4.65	290	29	60	201	0.23	0.55	0.04	0.58	0.14	0.21	5.8	0.278	0.203	0.066	0.032
180	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	06.12.2021	6.6		0.87	2.4	5.7	0.4	5.3	5.55	425	30	88	307	0.26	0.43	0.027	0.13	0.15	0.39	4.6	0.228	0.168	0.056	0.028
181	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	03.01.2022	5.9	1.4	0.92	2.1	5.7	0	5.7	4.4	350	37	180	133	0.23	0.51	0.047	0.85	0.2	0.45	7.1	0.25	0.183	0.057	0.026
182	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	10.01.2022	5.9	1.3		2.8	6.4			7.3	400		190												
183	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	31.01.2022	6	1.3	0.6	3	6.2	0.3	6.1	2.75	330	25	180	125	0.23	0.55	0.04	0.61	0.19	0.39	6.6	0.279	0.203	0.067	0.032
184	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	07.02.2022	6	1.2		3	6			4.6	350		160												
185	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	28.02.2022	6.1	1.3	0.58	3	6.2	0.4	5.8	3	295	23	180	92	0.19	0.45	0.029	0.43	0.15	0.33	5.2	0.256	0.184	0.06	0.028
186	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	04.04.2022	6.3	1.5	0.57	2.6	5.1	0.2	4.9	2.75	280	23	170	87	0.16	0.41	0.022	0.39	0.18	0.21	4.4	0.238	0.175	0.062	0.032
187	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	19.04.2022	6.5	1.7			6.5																		
188	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	25.04.2022	6.5	1.8			5.4																		
189	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	02.05.2022	6.5	1.6	0.78	2.1	5.3	0.3	5	5	320	12	160	148	0.19	0.33	0.022	0.76	0.12	0.28	4.1	0.202	0.145	0.047	0.023
190	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	09.05.2022	6.5	1.6			5.3																		
191	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	18.05.2022	6.3	1.7			4																		
192	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	23.05.2022	6.7	2.7			4.3																		
193	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	30.05.2022	6.7	1.7			4.6																		
194	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	07.06.2022	6.7	1.7	0.63	0.83	4.2	0.3	3.9	3.05	190	13	48	129	0.15	0.2	0.013	0.32	0.074	0.17	1.9	0.158	0.112	0.038	0.02
195	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	04.07.2022	6.7	1.8	0.96	1	3.7	0.2	3.5	4.4	280	26	83	171	0.17	0.22	0.012	0.39	0.066	0.22	1.9	0.118	0.081	0.021	0.008
196	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	11.07.2022	6.7	1.9		0.94	4.5			7.7	330		57												
197	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	01.08.2022	6.8	1.8	0.77	0.98	3.6	0.1	3.5	3.9	220	6.5	60	153.5	0.17	0.12	0.0072	0.24	0.05	0.05	1.2	0.071	0.043	0.002	-0.009
198	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	08.08.2022	6.8	2		0.94	3.7			4.2	290		69												
199	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	05.09.2022	6.6	1.6	0.7	0.88	4.1	0.3	4.1	3.9	225	16	52	157	0.2	0.17	0.012	0.4	0.077	0.18	2.4	0.126	0.087	0.021	0.007
200	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	03.10.2022	6.5	1.3	1.2	1.8	5.8	0.3	5.9	4.25	280	42	94	144	0.23	0.46	0.026	0.39	0.13	0.3	4.2	0.25	0.181	0.061	0.031
201	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	31.10.2022	6.2	1.5	0.87	2.4	7	0.4	6.6	3.35	320	23	81	216	0.23	0.48	0.31	0.79	0.15	0.53	25	0.259	0.182	0.047	0.014
202	Tovdalselva	020-44497	Tovdalselva ved Boenfoss (VK1)	05.12.2022	6.2	1.4	0.95	2.1	6.7	0.3	6.5	2	260	26	110	124	0.21	0.57	0.03	0.5	0.18	0.27	5.3	0.262	0.189	0.059	0.025
203	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	07.01.2019	6.22	1.29	0.55	1.69	5.5	100	5.5	2.5	250	28	130	92	0.16	0.25	0.05	0.79	0.1	1	3.5				
204	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.02.2019	6.24	1.17	0.53	1.78	5.6	600	5	3	250	10	110	130	0.14	0.2	0.031	0.76	0.1	1	6				
205	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.03.2019	6.36	1.1	0.38	1.6	5.3	100	5.2	2.5	260	2	130	128	0.16	0.5	0.05	0.44	0.12	1	4.2				
206	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.04.2019	6.34	1.13	0.42	1.35	5.8	500	6.1	3	230	12	130	88	0.15	0.26	0.054	0.89	0.22	1.3	6.8				
207	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	15.04.2019	6.16	1.29																					
208	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	22.04.2019	6.53	1.42																					
209	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	29.04.2019	6.16	1.46																					
210	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.05.2019	6.45	1.55	0.85	1.05	8.2	1500	6.7	2	230	2	110	118	0.16	1	0.05	1.1	0.11	1	6.1				
211	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	13.05.2019	6.48	1.54																					
212	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	20.05.2019	6.34	1.67																					
213	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	27.05.2019	6.21	1.72																					
214	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.06.2019	6.48	1.51	0.66	0.97	5.8	1000	4.8	2	240	6	120	114	0.16	0.31	0.05	0.74	0.14	1.3	5.3				
215	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.07.2019	6.32	1.13	0.77	0.79	5.8	1500	4.3	4	270	2	80	188	0.17	0.34	0.023	0.27	0.26	1	6.4				
216	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.08.2019	6.21	0.98	0.87	0.74	4.7	1200	3.5	2.5	220	21	100	99	0.18	0.36	0.05	0.89	0.11	2.4	3.4				
217	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.09.2019	6.51	1.26	0.69	0.92	5.5	100	5.6	2.5	260	14	110	136	0.22	0.2	0.054	1.1	0.23	3.6	5.5				
218	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.09.2019	6.33	1.54	0.92	1.67	7.6	330	7.3	5	270	19	100	151	0.26	0.78	0.073	0.54	0.1	2.1	15.3				
219	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.11.2019	6.11	1.08	0.79	1.45	5	100	4.9	6.5	360	2	130	228	0.22	0.66	0.05	0.42	0.28	1	8.4				
220	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.12.2019	6.11	1.04	0.63	1.4	6.7	1300	5.4	2.5	250	4	120	126	0.2	0.66	0.029	0.77	0.13	1	8.3				
221	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.01.2020	6.06	0.97	0.59	1.56	5.1	100	5	2.5	240	2	140	98	0.16	0.2	0.02	0.24	0.28	1	5.3				
222	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	22.01.2020	6	0.96		1.1	4.2			4.3	220		110												
223	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.02.2020	6.13	0.97	0.51	1.39	6.2	2000	4.2	2.5	200	2	110	88	0.15	0.82	0.072	0.27	0.1	1.6	8.3				
224	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.03.2020	6.32	1.38	0.5	1.25	3.2	100	3.1	2	165	45	100	20	0.12	0.49	0.02	0.77	0.23	1.2	8.8				
225	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.04.2020	6.42	1.35	0.31	0.9	3.1	200	2.9	2	160	23	70	67	0.1	0.19	0.07	0.27	0.18	3.8	8.3				
226	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	20.04.2020	6.54	1.22			3.4																		
227	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	27.04.2020	6.54	1.41			2.2																		
228	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.05.2020	6.59	1.49			3.5																		
229	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	11.05.2020	6.46	1.44	0.46	0.98	3	500	3	2	160	26	90	44	0.11	0.2	0.02	0.16	0.16	1.8	4.6				
230	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	18.05.2020	6.57	1.37			3.3																		
231	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	25.05.2020	6.47	1.45			3.2																		
232	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.06.2020	6.54	1.51			3.3																		
233	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	08.06.2020	6.47	1.53	0.85	0.91	4	500	3.6	3.5	230	25	120	85	0.12	0.97	0.02	0.3	0.1	1	6.2				
234	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.07.2020	6.35	0.95	0.78	0.82	3.9	500	3.5	3	185	46	60	79	0.14	0.24	0.02	0.2	0.19	1.1	4.6				
235	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.08.2020	6.21	1.06	0.95	0.99	4.9	500	4.6	2.5	220	2	70	148	0.17	0.6	0.058	0.3	0.1	1	5.5				
236	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	07.09.2020	6.3	1	0.47	0.9	4.2	0.2	4	2.7	195	15	89	91	0.15	0.24	0.016	0.2	0.074	0.13	2.3	0.215	0.158	0.058	0.031
237	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.10.2020	5.9	1.1	1.8	1.6	6.9	0.3	6.6	6.15	255	27	55	173	0.2	0.6	0.03	0.54	0.5	0.5	6.6	0.298	0.217	0.053	0.036
238	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.11.2020	6	0.99	1	1.5	6.6	0.3	6.3	4.6	210	9.8	68	132.2	0.16	0.64	0.021	0.38	0.11	0.15	3.9	0.314	0.233	0.081	0.041
239	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	07.12.2020	6	1	0.83	1.6	5.5	0.1	5.4	3.25	210	21	110	79	0.16	0.55	0.019	0.05	0.11	0.15	3.4	0.277	0.205	0.07	0.035
240	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.01.2021	6.1	1		1.4	4.7			3.7	200		84												
241	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.02.2021	6.1	0.9		1.2	4.3			4.3	200		88												
242	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.03.2021	6.2	1.1		1.4	4.1			4.1	230		120												
243	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.04.2021	6.3	1.1		1.4	4.1			5.3	210		120												
244	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	19.04.2021	6.4	0.99			4																		
245	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	26.04.2021	6.4	1.1			3.3																		
246	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.05.2021	6.5	1.1		0.94	3.4			4	180		95												
247	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	10.05.2021	6.4	1.1			3.7																		
248	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	18.05.2021	6.4	1.2			4.2																		
249	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	24.05.2021	6.3	1.1			4.2																		
250	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	31.05.2021	6.3	1.2			4.6																		
251	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	07.06.2021	6.3	0.93		1	3.7			4.6	170		88												
252	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.07.2021	6.3	0.76		0.73	3.1			7.2	170		66												
253	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.08.2021	6.3	0.98		0.81	3.5			4.8	210		82												
254	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.09.2021	6.2	0.73		0.68	3.4			3.4	180		65												
255	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.10.2021	6.1	1.3		1.6	7.7			7.7	280		70												
256	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.11.2021	6	1.1		2	6.8			8.1	280		91												
257	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.01.2022	6	0.98		1.1	4.7			6.2	250		100												
258	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	31.01.2022	6.3	1.1		1.7	4.8			3.7	250		110												
259	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	28.02.2022	5.9	1		2	4.5			2.4	250		140												
260	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.04.2022	6.3	1.2		1.5	3.8			3.7	260		110												
261	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	18.04.2022	6.3	1.2			3.6																		
262	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	25.04.2022	6.3	1.3			3.8																		
263	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.05.2022	6.3	1.3		1.4	3.5			3.2	230		110												
264	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	09.05.2022	6.4	1.3			3.5																		
265	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	16.05.2022	6.4	1.2			3.6																		
266	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	23.05.2022	6.4	1			3.5																		
267	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.05.2022	6.4	1.3			4																		
268	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.06.2022	6.2	1.1		0.98	3.5			2.5	190		93												
269	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.07.2022	6.1	0.81		0.71	2.9			3.7	210		78												
270	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.08.2022	6.2	0.82		0.73	2.9			3.6	200		84												
271	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.09.2022	6.2	0.9		1	3.8			3.7	230		73												
272	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.10.2022	5.6	1.1		1.8	7.7			8	310		87												
273	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.10.2022	5.8	1.1		1.9	6.4			4.8	240		100												
274	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.12.2022	6	1.1		1.9	6			2	220		79												
275	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.01.2023	5.9	1.1		1.8	6			6.5	240		87												
276	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	11.01.2023	5.6	0.94		1.6	5.6			5.6	210		86												
277	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.01.2023	6	0.93		1.5	4.5			2	180		71												
278	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	27.02.2023	6.1	1.2		1.6	4.7			3.5	170		110												
279	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.04.2023	6.1	1.2		1.6	4.8			2.5	180		100												
280	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	17.04.2023	6.2	1.2			5.3																		
281	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	24.04.2023	6.4	1.3			4.4																		
282	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	01.05.2023	6.1	1.4		1.3	4.5			2.3	180		110												
283	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	08.05.2023	6.4	1.4			4.2																		
284	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	15.05.2023	6.5	1.4			4.6																		
285	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	22.05.2023	6.5	1.6			4																		
286	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.05.2023	6.6	1.5			3.5																		
287	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	05.06.2023	6.4	1.3		0.81	3.8			2	170		97												
288	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.07.2023	6.3	1.2		0.53	3.4			3.1	170		66												
289	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	31.07.2023	6.3	1		0.83	3.9			2.3	210		58												
290	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	07.08.2023	5.9	0.9		1.2	5.5			11	250		61												
291	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.09.2023	5.8	0.93		0.94	4.2			3.7	180		43												
292	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.10.2023	6	1.4		1.6	7.8			5.8	240		62												
293	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.10.2023	5.8	1.2		1.6	5.5			4.4	220		170												
294	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	04.12.2023	6	1.2		1.3	4.7			3.5	160		73												
295	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.01.2024	6.2	1.3		1.9	5.5			5.2	240		98												
296	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	28.01.2024	6.2	1.5		1.8	4.9			4	180		77												
297	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	26.02.2024	6.2	1.3		1.7	5.4			5.8	240		79												
298	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.04.2024	6.4	1.5		1.6	4.9			3.3	160		71												
299	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	16.04.2024	6.2	1.5			5.9																		
300	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	22.04.2024	6.4	1.4			4.2																		
301	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	29.04.2024	6.2	1.5		1.4	4.1			2	170		66												
302	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	06.05.2024	6.5	1.5			4.3																		
303	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	13.05.2024	6.3	1.4			4.2																		
304	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	21.05.2024	6.5	1.4			3.5																		
305	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	27.05.2024	6.6	1.5			4																		
306	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	03.06.2024	6	1.4		0.92	4.7			3.9	200		45												
307	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.06.2024	6.3	1.1		0.9	3.8			3.6	210		62												
308	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.09.2024	6.1	1.3		1.3	6.2			5.6	200		55												
309	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	30.09.2024	6.3	1.2		1	9.6			4	200		53												
310	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	28.10.2024	5.9	1.4		1.9	6.3			5.6	230		64												
311	Mandalselva	022-44499	Mandalselva ved Finsdal bru, Marnadal (VK1)	02.12.2024	6.2	1.2		1.6	5.8			6.9	230		120												
312	Audna	023-58885	Audna ved Melhusfossen (VK6)	07.01.2019	6.05	1.49		2.61	5.4			3	430		350												
313	Audna	023-58885	Audna ved Melhusfossen (VK6)	04.02.2019	6.28	1.76		2.95	4.9			3	550		350												
314	Audna	023-58885	Audna ved Melhusfossen (VK6)	04.03.2019	6.27	1.36		2.31	5.6			4	440		310												
315	Audna	023-58885	Audna ved Melhusfossen (VK6)	01.04.2019	6.46	1.86		2.14	5.9			6	390		300												
316	Audna	023-58885	Audna ved Melhusfossen (VK6)	15.04.2019	6.13	1.62																					
317	Audna	023-58885	Audna ved Melhusfossen (VK6)	22.04.2019	6.58	1.95																					
318	Audna	023-58885	Audna ved Melhusfossen (VK6)	29.04.2019	6.25	2.3																					
319	Audna	023-58885	Audna ved Melhusfossen (VK6)	06.05.2019	6.61	2.47		2.2	7.3			2	530		390												
320	Audna	023-58885	Audna ved Melhusfossen (VK6)	13.05.2019	6.49	1.93																					
321	Audna	023-58885	Audna ved Melhusfossen (VK6)	20.05.2019	6.31	2.1																					
